street,city,County,State,zip,x,y
305 Fisher Drive,Sullivan,Franklin,Missouri,63080,-91.168592,38.210331
1015 South Ruth St.,Sulphur,Calcasieu,Louisiana,70664,-93.376929,30.230054
6539 Main Street ,Gloucester ,Gloucester,Virginia,23061,-76.527123,37.418506
Old Otter Holler Farm,Hinton,Summers,West Virginia,24962,-80.8878,37.6568
441251 East Historic Rte. 66,Vinita,Craig,Oklahoma,74301,-95.2034,36.6268
"Broad Street, across from Dairy Queen",Summersville,Nicholas,West Virginia,26651,-80.8502,38.2862
218 South Main Street,Summerville,Dorchester,South Carolina,29483,-80.17712,33.018378000000006
Maple Street & DeForest Avenue,Summit,Union,New Jersey,07901,-74.35873000000001,40.71897
Route 10 Summit Fire Dept.,Summit,Schoharie,New York,12175,-74.5882017,42.5795203
380 W. Crosier Street,Akron,Summit,Ohio,44311,-81.54204190000002,41.059033500000005
700 West Liberty Street,Sumter,Sumter,South Carolina,29153,-80.3293,33.9207
524 North Market Boulevard,Webster,Sumter,Florida,33597,-82.0547,28.616
2 Texas Drive Georgetown,Georgetown,Williamson,Texas,78633,-97.68575,30.561621999999996
16820 N. 99th Avenue,Sun City,Maricopa,Arizona,85351,-112.273728,33.634933000000004
13815 E camino del Sol,sun city west,Maricopa,Arizona,85375,-112.360606,33.655421000000004
301 Blankenheim Lane,Sun Prairie,Dane,Wisconsin,53590,-89.20509100000001,43.183119
300 East Main Street,Sun Prairie,Dane,Wisconsin,53590,-89.210368,43.183411
6240 S Sunbird Boulevard,Chandler,Maricopa,Arizona,85249,-111.80976899999999,33.215540000000004
225 Market Street,Sunbury,Northumberland,Pennsylvania,17801,-76.7911,40.8612
434 Market Street,Sunbury,Northumberland,Pennsylvania,17801,-76.7905,40.861
2880 Mountain Road,Glen Allen,Henrico,Virginia,23060,-77.501406,37.66735
3501 Civic Center Dr.,San Rafael,Marin,California,94903,-122.531204,37.998052
Downtown on 6th and Sherman,Couer d'Alene,Kootenai,Idaho,83814,-116.77799999999999,47.6735
165th Grand Concourse,New York,Bronx,New York,10456,-73.9203,40.8309
one Ardovino Dr,sunland park,Dona Ana,New Mexico,88063,-106.55743700000001,31.791358000000002
Skillman - 42 & 43 Sts,Queens,Queens,New York,11104,-73.92123000000001,40.746899
4013 S 700 W,Salt Lake City ,Salt Lake,Utah,84123,-111.910205,40.684636
Murphy Avenue Between Washington & Evelyn Streets,Sunnyvale,Santa Clara,California,94088,-122.0072376,37.3713926
Triangle Park,Calais,Washington,Maine,04619,-67.27735899999999,45.189236
14539 N State Highway 5,Sunrise Beach,Camden,Missouri,65079,-92.77658690000001,38.1566568
6196 Sunrise Boulevard,Citrus Heights,Sacramento,California,95610,-121.267404,38.671941
Folsom Blvd & Sunrise Blvd,Rancho Cordova,Sacramento,California,95670,-121.2694,38.60565
5701 SW 72nd Street,South Miami,Miami-Dade,Florida,33143,-80.2854382,25.7044957
4th Ave - 59 & 60 Sts,Brooklyn,Kings,New York,11220,-74.0183554,40.6408131
Esplanade Way,"Tallahassee, FL",Leon,Florida,32311,-84.2317966,30.3968205
3280 Suntree Blvd.,Melbourne,Brevard,Florida,32940,-80.676599,28.229173
1530 Tower Ave.,Superior,Douglas,Wisconsin,54880,-92.1039,46.72023
900 River Street,Ontonagon,Ontonagon,Michigan,49953,-89.32159,46.87435
16281 WA-305,Poulsbo,Kitsap,Washington,98370,-122.584276,47.708096999999995
Intersection of Surfside Drive and Willow Drive,Surfside Beach,Horry,South Carolina,29575,-78.97436409999999,33.606961600000005
Veteran's Pkwy & Surfside Blvd,Cape Coral ,Lee,Florida,33991,-82.024341,26.608161
Bonner Street at Main,Cedarville ,Modoc,California,96104,-120.171644,41.527751
Courthouse Square,Surry,Surry,Virginia,23883,-76.8349,37.1384
37 Plains Rd.,Augusta,Sussex,New Jersey,07822,-74.716408,41.135179
HWY 76 and Parkview Drive,Greenville,Outagamie,Wisconsin,54942,-88.5364948,44.3026751
Cambridge Street and North Union Street,Nantucket ,Nantucket,Massachusetts,02554,-70.0983564,41.284022799999995
113 Pleasant Street,Nantucket,Nantucket,Massachusetts,02554,-70.093518,41.272936
"Westford Town Common, at the intersections of Main Street, Lincoln Street, and Boston Road.",Westford,Middlesex,Massachusetts,01886,-71.43869000000001,42.58109
"HWY 30,",Sutherland,Lincoln,Nebraska,69165,-101.131,41.1563
215 W. Central Avenue,Sutherlin,Douglas,Oregon,97479,-123.31528899999999,43.389888
2000 Sutter Place,Davis,Yolo,California,95616,-121.771134,38.562819
200 South Saunders Avenue,Sutton,Clay,Nebraska,68979,-97.8595,40.6055
Intersection of M-22 & M-204 at Northpark,Suttons Bay,Leelanau,Michigan,49682,-85.646185,44.980129999999996
370 Highway 23,Suwanee,Gwinnett,Georgia,30024,-84.063074,34.056513
Island Street,Bryson City,Swain,North Carolina,28713,-83.444036,35.430209999999995
200 Essex Street,Swampscott,Essex,Massachusetts,01907,-70.920445,42.479102000000005
1210 Wilbur Ave,Swansea,Bristol,Massachusetts,02777,-71.23429159999999,41.7321705
Airport Highway and Hallett,Swanton,Fulton,Ohio,43558,-83.8825344,41.581089
Rt. 141/Swan Lake Ave.,Swanville,Waldo,Maine,04915,-69.0021,44.5114
3525 Bienville St.,New Orleans ,Orleans,Louisiana,70119,-90.09379129999999,29.9727201
432 Dartmouth Avenue,Swarthmore,Delaware,Pennsylvania,19081,-75.349001,39.901885
Reynolds Park,Swea City,Kossuth,Iowa,50590,-94.3073,43.3841
320 Hardscrabble Road,Roswell,Fulton,Georgia,30075,-84.36731400000001,34.072239
corner of 12th/Kalmia St.,Sweet Home ,Linn,Oregon,97386,-122.7296064,44.396091999999996
6401 Harvey St.,Muskegon,Muskegon,Michigan,49444,-86.206029,43.1358971
6942 W. Comanche Avenue,Tampa,Hillsborough,Florida,33774,-82.560346,27.998608
7110 Innovation Drive,Florence ,Switzerland,Indiana,47020,-84.95891800000001,38.786625
Courthouse Square on Main,Vevay,Switzerland,Indiana,47043,-84.8522,39.0906
779 Atwood Street SW,Atlanta,Fulton,Georgia,30310,-84.42968990000001,33.734142999999996
Highway 6 & Sycamore Street,Iowa City,Johnson,Iowa,52240,-92.4618,42.6436
6003 Elmer Derr Road,Frederick,Frederick,Maryland,21703,-77.45971800000001,39.375341399999996
"423 North Norton Ave, Blue Bell Park",Sylacauga,Talladega,Alabama,35150,-86.251829,33.173631
foot of bridge,Sylvan Beach,Oneida,New York,13157,-75.72861800000001,43.196887
303 W. Henry St.,Syracuse,Kosciusko,Indiana,46567,-85.7502941,41.424836600000006
"Westcott Community Center, 826 Euclid Avenue",Syracuse,Onondaga,New York,13210,-76.1193,43.0365
1891 West 1700 South,Syracuse,Davis,Utah,84660,-112.06299999999999,41.0892
South 56th Street & Washington Street,Tacoma,Pierce,Washington,98409,-122.485,47.2061
6th & Pine Street,Tacoma,Pierce,Washington,98406,-122.103,47.0233
Broadway between 9th & 11th Streets,Tacoma,Pierce,Washington,98402,-122.441,47.2547
Norris Park @ Muskogee Ave and Morgan Street.,Tahlequah,Cherokee,Oklahoma,74464,-94.971689,35.917547
Common's Beach,Tahoe City,Placer,California,96145,-120.156,39.1741
Laurel Avenue,Takoma Park,Montgomery,Maryland,20912,-77.01245759999999,38.9742156
110 E Main St,Talent,Jackson,Oregon,97540,-122.78934,42.243928000000004
400 2nd Street,Talihina,Le Flore,Oklahoma,74571,-95.0456985,34.7531205
13440 E Main Street,Talkeetna,Matanuska-Susitna,Alaska,99676,-150.118158,62.322789
321 Barnett Blvd,Tallassee,Tallapoosa,Alabama,36078,-85.894695,32.535992
46 N Munroe Road,Tallmadge ,Summit,Ohio,44278,-81.414936,41.101566
30 Tamworth RD,Tamworth,Carroll,New Hampshire,03886,-71.262652,43.859758
2600 College Road,Fairbanks,Fairbanks North Star,Alaska,99709,-147.7811,64.86275
"Rt. 140, Memorial Park",Taneytown,Carroll,Maryland,21787,-77.1744,39.6579
152 The Arches Circle,Deer Park ,Suffolk,New York,11729,-73.305557,40.764701
4061 Clemmons Road,Clemmons,Forsyth,North Carolina,27012,-80.413128,36.0174521
PO Box 1011,Tappahannock,Essex,Virginia,22560,-76.8591301,37.9254135
"90 W. 164th St at Ogden Ave, in the garden",Bronx,Bronx,New York,10452,-73.9291,40.8327
19130 Ventura Blvd.,Tarzana,Los Angeles,California,91356,-118.54899999999999,34.1726
507 Albemarle Avenue,Tarboro,Edgecombe,North Carolina,27886,-77.5375,35.8975
Corbet Street,Tarentum ,Allegheny,Pennsylvania,15084,-79.7524571,40.603022100000004
4095 South Ave. W,Missoula,Missoula,Montana,59804,-114.081,46.8487
160 East Tarpon Avenue,Tarpon Springs,Pinellas,Florida,34689,-82.7548,28.1461
Patriot's Park on Rte 9 ,Tarrytown,Westchester,New York,10591,-73.85851,41.081505
Patriots Park,Tarrytown,Westchester,New York,10591,-73.85918149999999,41.081876799999996
1863 Route 5S,Amsterdam ,Montgomery,New York,12010,-74.245563,42.93504
Riverfront Main Street,Thomas,Tucker,West Virginia,26292,-79.498109,39.1489967
Mill Race Park,Parsons,Tucker,West Virginia,26287,-79.68089599999999,39.096495000000004
451 Norfleet Drive,Senatobia,Tate,Mississippi,38668,-89.95445600000001,34.627107
5th Street and Main Street,Taylor,Williamson,Texas,76574,-97.4098,30.5715
B&O Railroad Depot (museum) parking lot,Grafton,Taylor,West Virginia,26354,-80.0191,39.3407
1 Town Square Lane,Taylor,Lafayette,Mississippi,38673,-89.5884,34.2726
178 Pilgrim Street,Inwood,Berkeley,West Virginia,25428,-78.042739,39.361253999999995
85 Farmers Market Road,Chapmanville,Logan,West Virginia,25508,-82.011888,37.934771000000005
250 Mill Street,Taylors,Greenville,South Carolina,29687,-82.28483299999999,34.919596000000006
95 Main Street,Taylorsville,Spencer,Kentucky,40071,-85.3462,38.0307
"Hwy 155, in front of BP Station",Elk Creek,Spencer,Kentucky,40071,-85.3672,38.0989
"Downtown Taylorville, East side of Square",Taylorville,Christian,Illinois,62568,-89.295266,39.548446999999996
106 Gratton Rd,Tazewell,Tazewell,Virginia,24651,-81.48488,37.12467
Main Street at West Court Street,Greenville,Greenville,South Carolina,29602,-82.3999255,34.848676700000006
Historic Main Street in downtown New Iberia (Bouligny Plaza),New Iberia,Iberia,Louisiana,70560,-91.8183494,30.006623100000002
W Chicago Blvd. west of Evans St,Tecumseh ,Leelanau,Michigan,49286,-83.945712,42.003871999999994
Corner of Evans St. & Chicago Blvd,Tecumseh,Lenawee,Michigan,49286,-83.9451,42.004
Green  and S. Robinson Street,Tehachapi,Kern,California,93561,-118.447,35.131
South Oak St,Telluride,San Miguel,Colorado,81435,-107.81308600000001,37.936842999999996
5300 Claremont Avenue,Oakland,Alameda,California,94618,-122.2603683,37.8394875
620 N. Mill Ave.,Tempe ,Maricopa,Arizona,85281,-111.943308,33.43593
9701 Las Tunas Blvd,Temple City,Los Angeles,California,91780,-118.05786299999998,34.107690000000005
6th St. & Crocker,Templeton,San Luis Obispo,California,93446,-120.70700000000001,35.5491
213 Sussex Avenue West (Olympia Street),Tenino ,Thurston,Washington,98589,-122.85110800000001,46.857786
"4530 40th Street, NW",Washington,District of Columbia,District of Columbia,20016,-77.0792,38.9489
60 So. Main St.,Driggs,Teton,Idaho,83422,-111.11107709999999,43.7232239
1009 Main Street,Tewksbury ,Middlesex,Massachusetts,01876,-71.2342732,42.611902
305 Texas Boulevard,Texarkana,Bowie,Texas,75501,-94.045817,33.421527000000005
"Lakeline Mall parking lot, behind Sears & Dillard's",Cedar Park,Williamson,Texas,78613,-97.806404,30.469332
4209 Airport Blvd.,Austin ,Travis,Texas,78722,-97.707269,30.296618
7110 West Q Avenue,Kalamazoo,Kalamazoo,Michigan,49009,-85.687999,42.201091999999996
North Country Club Drive,Cullowhee ,Jackson,North Carolina,28723,-83.184556,35.301063
1408 Short Eleventh Street,Lincoln,Logan,Illinois,62656,-89.38516,40.154182
500 West Crescent Ave. ,Allendale borough,Bergen,New Jersey,07401,-74.133826,41.032669
854 N Barlow Rd,Lincoln,Alcona,Michigan,48742,-83.403527,44.682817
1700 W. Adams Street,Phoenix ,Maricopa,Arizona,85007,-112.096154,33.44892
706 W. Lancaster Blvd.,Lancaster,Los Angeles,California,93534,-118.1422385,34.6977582
10th & Grove St.,Boise,Ada,Idaho,83701,-116.20725800000001,43.615995
999 Broadway St.,Buffalo,Erie,New York,14212,-78.8373,42.8933
"222 S. Main St, Chelsea, MI 48118 (Palmer Lot)",Chelsea,Washtenaw,Michigan,48118,-84.020792,42.316514700000006
"3201 Meadowlark Dr., , SC",Columbia,Richland,South Carolina,29201,-80.99889499999999,34.037248
3201 West Cary Street,Richmond ,Richmond City,Virginia,23229,-77.482141,37.5536661
On the West side of the square,Harrison,Boone,Arkansas,72601,-93.1076765,36.2297936
201 S. Estes Dr,Chapel Hill,Orange,North Carolina,27514,-79.029432,35.927549
6800 Northwest 39th Expressway,Bethany,Oklahoma,Oklahoma,73008,-97.6325,35.5121
911 Delta Avenue,Gladstone,Delta,Michigan,49837,-87.0208306,45.8475073
One Public Square,Clarksville,Montgomery,Tennessee,37040,-87.361187,36.528059999999996
15000 Woodworth Rd,East Cleveland,Cuyahoga,Ohio,44110,-81.578199,41.545128999999996
State Rd 1,Leo,Allen,Indiana,46765,-85.007583,41.229217
2200 Walker Avenue,Greensboro,Guilford,North Carolina,27403,-79.828313,36.068939
1095 Allen Road,Greenville,Pitt,North Carolina,27834,-77.4243,35.5589
"106 Colony Park Drive, Suite 100",Cumming,Forsyth,Georgia,30040,-84.134755,34.192134
5th & Union Street,The Dalles,Wasco,Oregon,97058,-121.187071,45.599781
Main Street,Davidson,Mecklenburg,North Carolina,28036,-80.849437,35.498385999999996
364 Main Street,Clinton,Van Buren,Arkansas,72031,-92.459023,35.5933777
116 Commonwealth Avenue,Erlanger,Kenton,Kentucky,41018,-84.6013,39.0184
2732 Vermont 30,Dorset ,Bennington,Vermont,05251,-73.0918809,43.247217
4 West Fourth Steet,Mansfield ,Richland,Ohio,44902,-82.515694,40.760992
"Pecan Park, Center and Water Streets",Statesville,Iredell,North Carolina,28677,-80.88831,35.785678000000004
115 Arp Lane,Statesville ,Iredell,North Carolina,28677,-80.888234,35.785697
925 Williams Avenue,Fallon,Churchill,Nevada,89406,-118.7885216,39.4748412
6759 S County Rd 25A,Tipp City,Miami,Ohio,45373,-84.19223559999999,39.9403423
6000 Grove Avenue,Richmond,Richmond City,Virginia,23226,-77.5221,37.5733
"Highway 210, Animal Shelter Road, Campbellsville",Campbellsville,Taylor,Kentucky,42718,-85.37700000000001,37.3513
"491 Hickory Rd., Rt. 120",North Attleboro,Bristol,Massachusetts,02760,-71.3704555555556,41.96785
1020 Marina Bay Drive,Clear Lake Shores,Galveston,Texas,77565,-95.03278,29.54096
807 University Parkway,Johnson City,Washington,Tennessee,37614,-82.3640843,36.304277
Lewis County Courthouse Square,Hohenwald,Lewis,Tennessee,38462,-87.5519,35.5496
on Union Street in front of the Cole Student Activities Center,College Park,Prince George's,Maryland,20742,-76.946601,38.987320000000004
2738 SE St. Rd. 21,Melrose,Bradford,Florida,32666,-82.057773,29.755816999999997
34 Quaker Meeting House Rd,Sandwich,Barnstable,Massachusetts,02563,-70.487202,41.699059000000005
71 Lighthouse Road,Hilton Head Island,Beaufort,South Carolina,29928,-80.8012245,32.1310239
The Great Park,Irvine,Orange,California,92618,-117.7490656,33.665242
6573 Route 30,West Townshend,Windham,Vermont,05359,-72.711642,43.084255999999996
"Bldg 604, Constitution Ave",Fort Leonard Wood ,Pulaski,Missouri,65473,-92.1175339,37.753654
Route 1 and West Way,Bethany Beach,Sussex,Delaware,19930,-75.056961,38.527207000000004
9257 Cincinnati Dayton Rd.,West Chester,Butler,Ohio,45069,-84.4111,39.3212
810 FM 168,OLTON,Lamb,Texas,79064,-102.13332700000001,34.207401000000004
Harmony Crossing,Eatonton,Putnam,Georgia,31024,-83.268173,33.423574
South Shady Street,Mountain City,Johnson,Tennessee,37683,-81.7984,36.4522
8592 Hwy 1,Mansura,Avoyelles,Louisiana,71350,-92.0441339,31.065162199999996
North side of Courthouse Square on 10th Street,Emmetsburg,Palo Alto,Iowa,50536,-94.6787,43.111000000000004
755 Route 16,Ossipee,Carroll,New Hampshire,03864,-71.097186,43.690218
101 S. Ohio Avenue - Floor 2,Sidney,Shelby,Ohio,45365,-84.1568,40.2854
333 S. Valley View Blvd,Las Vegas ,Clark,Nevada,89107,-115.190284,36.170617
222 East Hancock St,Milledgeville,Baldwin,Georgia,31061,-83.22488,33.082027000000004
1201 East Michigan Avenue,Jackson,Jackson,Michigan,49201,-84.38926,42.249959999999994
Jameson Lot: Market St.,New Wilmington,Lawrence,Pennsylvania,16142,-80.3324,41.1184
3910 N Cocoa Blvd (US 1),Cocoa,Brevard,Florida,32926,-80.758841,28.429752
208 EUSTIS AVE. & GREENE STREET,HUNTSVILLE,Madison,Alabama,35801,-86.583226,34.73064
Sears Avenue,Greenfield,Franklin,Massachusetts,01301,-72.60392890000001,42.5883382
Intersection of HWY 14 & 61,Greensboro,Hale,Alabama,36744,-87.579575,32.699164
59 Green Street,Grenada ,Grenada,Mississippi,38901,-89.802863,33.784793
"1879 Glenwood Ave, SE",Atlanta,DeKalb,Georgia,30016,-84.325641,33.738869
University Avenue & West 181st Street,Bronx,Bronx,New York,10453,-73.909616,40.857017
409 Amelia Avenue,Lexington,Lafayette,Missouri,64067,-93.876145,39.180452
12505 N Main St   91739,Rancho Cucamonga,San Bernardino,California,91739,-117.53231799999999,34.110872
94 North Main Street,Highland,Erie,New York,14080,-78.5425,42.6419
6000 20th Avenue (Hwy 29),Valley,Chambers,Alabama,36854,-85.16991,32.808209999999995
6851 Virginia Pkway,McKinney,Collin,Texas,75070,-96.612976,33.193898
19305 Gulf Blvd,Indian Shores,Pinellas,Florida,33785,-82.84246170000002,27.8479082
1317 Dover Street,Iowa City,Johnson,Iowa,52240,-91.496115,41.645086
2 West Independent Drive,Jacksonville,Duval,Florida,32259,-81.6596,30.325
"Lincolnway and Monroe Street, Downtown LaPorte",LaPorte,LaPorte,Indiana,46350,-86.720388,41.611744
310-330 N. Neil,Champaign,Champaign,Illinois,IL,-88.243298,40.119058
"Downtown Edwardsville, on St. Louis Street",Edwardsville,Madison,Illinois,62025,-89.9574,38.8123
398 Southland Drive,Lexington,Fayette,Kentucky,40503,-84.526223,38.017474
201 W Main St. ,"Lexington, KY ",Fayette,Kentucky,40507,-84.498121,38.047971999999994
398 South Broadway,Lexington,Fayette,Kentucky,40508,-84.504009,38.046025799999995
17937 State Route 3,Watertown,Jefferson,New York,13601,-75.9740196,43.97176629999999
203 W Hwy 2,Cairo,Hall,Nebraska,68824,-98.60458659999999,41.0012149
"Main street, adjacent to railroad tracks",Loris,Horry,South Carolina,29569,-79.0468,33.8343
4 E. Mifflin St.,Madison,Dane,Wisconsin,53703,-89.382937,43.075298
THighway 278 & 24 Shelter Cove Land,Hilton Head,Beaufort,South Carolina,29928,-80.7197,32.1861
"Adams' Park, RT. 7A",Manchester Center,Bennington,Vermont,05255,-73.05288,43.1775
699 South Highway 95-A,Cantonment,Escambia,Florida,32533,-87.30914399999999,30.594183
10400 Innovation Dr.,Miamisburg,Montgomery,Ohio,45342,-84.2358568,39.5999081
E. 241st St. & Baychester Ave.,Bronx,Bronx,New York,10466,-73.8469,40.900555
"3809 Spring Ave, SW",Decatur,Morgan,Alabama,35603,-87.001579,34.535562
Town Center Loop at HWY 30A & 393,Santa Rosa Beach,Walton,Florida,32459,-86.230806,30.347528999999998
1101 Black Hwy (SC Rt #5),York ,York,South Carolina,29745,-81.255064,34.999224
5641 Union Rd.,Tifton,Tift,Georgia,31794,-83.499763,31.344282
4 S. Main St. ,Dayton,Montgomery,Ohio,45402,-84.1913141,39.7592352
6655 Delmar,University City,St. Louis,Missouri,63130,-90.307147,38.656209999999994
50 Public Square,Somerset,Pulaski,Kentucky,42501,-84.603941,37.091712
1332 Strongs Avenue,Stevens Point,Portage,Wisconsin,54481,-89.58246,44.52305
Market Square,Knoxville,Knox,Tennessee,37902,-83.9193932,35.9646521
20 South Washington Avenue,Pulaski ,Pulaski,Virginia,24301,-80.7800281,37.045387100000006
20 S Washinton Ave,Pulaski,Pulaski,Virginia,24301,-80.7792887,37.0458736
202 Slades Ferry Ave,Somerset,Bristol,Massachusetts,02726,-71.160158,41.727737
12025 Susquehanna Trail,Glen Rock,York,Pennsylvania,17327,-76.67905090000001,39.80511370000001
"Parking Lot B, Downtown",Ashland,Ashland,Ohio,44805,-82.3205,40.8647
258 Main Street,Grampian  ,Clearfield,Pennsylvania,16838,-78.612509,40.965728999999996
Historic Downtown Minturn,Minturn,Eagle,Colorado,81645,-106.4315,39.588390000000004
7th St. & Mandela Parkway,Oakland,Alameda,California,94607,-122.294,37.805
Fan Hill Road & Rte. 111,Monroe,Fairfield,Connecticut,06468,-73.207702,41.332389
202 N. Ann Street,Brackettville ,Kinney,Texas,78832,-100.415215,29.313715000000002
Dana Pt. Pacific Coast Hwy & Golden Lantern St.,Dana Point,Orange,California,92629,-117.699022,33.46779
50 Water st,Newburyport,Essex,Massachusetts,01950,-70.86568299999999,42.810472999999995
Gibson Park,North East,Erie,Pennsylvania,16128,-79.9853,40.3257
Haffen Park Hammersley & Wickham Avenues,New York,Bronx,New York,10469,-73.8392,40.8728
45175 Ten Mile Road,Novi ,Oakland,Michigan,48375,-83.48733299999999,42.465857
28115 Meadowbrook Road,Novi,Oakland,Michigan,48377,-83.45759699999999,42.498883
603 Goethals,Richland,Benton,Washington,99352,-119.28070100000001,46.274121
9700 Argyle Forest Blvd,Jacksonville,Duval,Florida,32244,-81.8335,30.1942
1192 Ohio Street,Bangor,Penobscot,Maine,04401,-68.814874,44.828869
2149 Route 66,Ghent,Columbia,New York,12075,-73.6283,42.3193
700 Capitol Way N,Olympia ,Thurston,Washington,98501,-122.902506,47.050307000000004
Market Street and Ames Street,Onancock,Accomack,Virginia,23417,-75.749976,37.712092
 135 East Main st,Orange,Franklin,Massachusetts,01364,-72.3033449,42.590734000000005
1722 Bardstown Road,Louisville,Jefferson,Kentucky,40205,-85.702387,38.229065999999996
Parking lot of UAW Local 662 109 bypass,Anderson,Anderson,Indiana,46012,-85.6333,40.0906
"3201 E Colonial Dr, ","Orlando, FL ",Orange,Florida,32803,-81.3462829,28.553790399999997
1001 Osage Street,Denver,Denver,Colorado,80204,-105.006,39.7328
S.W. 174th and 97th Avenue Palmetto Bay,Miami,Miami-Dade,Florida,33157,-80.3487,25.6083
103 Fleitas Ave.,Pass Christian,Harrison,Mississippi,39571,-89.2393345,30.316972600000003
1201 West Dania Beach Blvd.,Dania Beach,Broward,Florida,33004,-80.1513358,26.0521352
320 N McDowell Blvd,Petaluma,Sonoma,California,94954,-122.63106200000001,38.252286
300 N. Cherapa Place,Sioux Falls,Minnehaha,South Dakota,57103,-96.722973,43.550926000000004
860 Commerce Center Drive,Jacksonville,Duval,Florida,32225,-81.5501,30.3372
5020 Barnesville Hwy,The Rock,Upson,Georgia,30285,-84.2304,32.9647
345 N. Arlington Avenue,Reno,Washoe,Nevada,89501,-119.81888700000002,39.527321
3293 Lincoln Highway East,Paradise,Lancaster,Pennsylvania,17562,-76.108184,40.005534000000004
Hamilton Street and Hopewell St,Taunton,Bristol,Massachusetts,02780,-71.094872,41.913428
82-6188 Mamalahoa Highway,Captain Cook,Hawaii,Hawaii,96704,-155.9113,19.489787
New Kent Rd and West 42nd Street,Richmond,Richmond City,Virginia,23225,-77.473549,37.520776
95th and Collins Avenue,Miami,Miami-Dade,Florida,33154,-80.1226,25.8853
2000 Territory Drive,Galena,Jo Daviess,Illinois,61036,-90.315,42.404759999999996
960 Spruce Street,Trenton,Mercer,New Jersey,08648,-74.7515,40.24289
6400 S. University ,Centennial ,Arapahoe,Colorado,80121,-104.958077,39.601847
106 Temple Street,Villa Rica,Carroll,Georgia,30180,-84.917516,33.731320000000004
Cottageview Drive,Traverse City,Grand Traverse,Michigan,49684,-85.6448,44.758
550 N. Airport Road,Creede,Mineral,Colorado,81130,-106.9164953,37.8239687
625 Booth Street,Reno ,Washoe,Nevada,89509,-119.82786100000001,39.514765999999995
1482 Hwy 65 & 82 South,Lake Village,Chicot,Arkansas,71653,-91.292967,33.318615
2726 Brownwood Blvd,The Villages,Sumter,Florida,32162,-82.0037608,28.927019
3640 Dam Neck Road,Virginia Beach ,Virginia Beach,Virginia,23453,-76.091095,36.776811
19783 US Hwy. 29 South,Chatham,Pittsylvania,Virginia,24531,-79.403628,36.864529
755 Wall Street,Los Angeles,Los Angeles,California,90014,-118.249691,34.040809
Route 611 & Street Road,Warrington,Bucks,Pennsylvania,18976,-75.1386,40.2295
139 Adams Street,Zebulon,Pike,Georgia,30295,-84.343912,33.103356
555 14th Street West,Huntington ,Cabell,West Virginia,25704,-82.479326,38.411133
3900 Rt. 14A,Penn Yan,Yates,New York,14527,-77.035997,42.576918
250 First Street ,Woodland ,Yolo,California,95695,-121.7737712,38.679231099999996
Corner of Cottonwood and Gibson Rd,Woodland,Yolo,California,95695,-121.79304499999999,38.663686
740 Main Street,Johnson City,Broome,New York,13790,-75.9782,42.1162
Route 127 and Long Street,Webstere,Merrimack,New Hampshire,03303,-71.71669,43.331047
Broadway and 5th Street,Thermopolis ,Hot Springs,Wyoming,82443,-108.2102088,43.646039
314 St Mary St,Thibodaux,Lafourche,Louisiana,70301,-90.8244119,29.7958386
3rd St. and Duluth Ave.,Thief River Falls,Pennington,Minnesota,56701,-96.184402,48.118992
250 Elm St,Thiensville,Ozaukee,Wisconsin,53092,-87.978892,43.231840000000005
South & Third St,Leesville,Vernon,Louisiana,71446,-93.26100000000001,31.1395
255 13th Avenue South,Naples,Collier,Florida,34102,-81.802901,26.131064000000002
8th and Court Ave,Colby,Thomas,Kansas,67701,-101.044393,39.400676000000004
Intersection of Highways 25 & 28,Thomaston,Marengo,Alabama,36783,-87.6255,32.2666
Town Green at Main Street- Seth Thomas Park,Thomaston,Litchfield,Connecticut,06787,-73.1035,41.7044
21 East Guilford Street,Thomasville,Davidson,North Carolina,27360,-80.0811,35.885
502 Smith Ave.,Thomasville,Thomas,Georgia,31792,-83.9714,30.8355
"Rose Garden Park, Main Street, Hwy 200",Thompson Falls,Sanders,Montana,59873,-115.34303200000001,47.593713
4691 Columbia Pike,Thompson's Station,Williamson,Tennessee,37179,-86.906451,35.798165000000004
Courthouse Square,Coudersport,Potter,Pennsylvania,16915,-77.9303,41.7524
320 E Stanley St.,Thorp,Clark,Wisconsin,54771,-90.79829000000001,44.958998
230 W. Hillcrest Drive,Thousand Oaks,Ventura,California,91301,-118.88376000000001,34.181413
Veterans Memorial Park at E Neal St and N Main,Three Forks,Gallatin,Montana,59752,-111.55116299999999,45.896132
15 S Central,Three Oaks,Berrien,Michigan,49128,-86.614993,41.800475
West Michigan Avenue and Spring Street,Three Rivers,St. Joseph,Michigan,49093,-85.6358056,41.9427664
Schley Avenue/ Balcom Avenue and E 177th Street,Bronx,Bronx,New York,10465,-73.82548299999999,40.822424
South Center Street,Thurmont ,Frederick,Maryland,21788,-77.4105309,39.622789000000004
"Marin Center, Avenue of the Flags",San Rafael,Marin,California,94903,-122.53358100000001,38.002859
Avenue of the Flags,San Rafael ,Marin,California,94903,-122.53471299999998,38.000824
"cle West, Wilsonville, OR 97070, Wilsonville, OR 97070",Wilsonville,Clackamas,Oregon,97070,-122.795,45.3124
"Route 9N, Southwest of the Liberty Monument",TICONDEROGA,Essex,New York,12883,-73.435385,43.848038
2nd and Laurel Ave.,Tillamook,Tillamook,Oregon,97141,-123.84207190000001,45.4570544
120 Laconia Rd.,Tilton ,Belknap,New Hampshire,03276,-71.562689,43.457789
