buying,maint,doors,persons,lug_boot,safety,class_value,buying_target,maint_target,doors_target,persons_target,lug_boot_target,safety_target,class_value_target
vhigh,low,3,more,small,high,acc,vhigh,low,3,more,small,high,acc
vhigh,,3,more,med,low,unacc,vhigh,low,3,more,med,low,unacc
vhigh,low,3,more,med,med,acc,vhigh,low,3,more,med,med,acc
vhigh,,,more,med,high,acc,vhigh,low,3,more,med,high,acc
vhigh,low,3,more,,low,unacc,vhigh,low,3,more,big,low,unacc
,low,,more,big,med,acc,vhigh,low,3,more,big,med,acc
,low,3,more,big,high,acc,vhigh,low,3,more,big,high,acc
,low,4,,small,low,unacc,vhigh,low,4,2,small,low,unacc
vhigh,low,,2,small,med,unacc,vhigh,low,4,2,small,med,unacc
vhigh,low,,2,small,,,vhigh,low,4,2,small,high,unacc
vhigh,low,4,2,med,low,unacc,vhigh,low,4,2,med,low,unacc
vhigh,low,4,2,med,med,unacc,vhigh,low,4,2,med,med,unacc
vhigh,low,4,2,med,high,unacc,vhigh,low,4,2,med,high,unacc
,low,4,2,big,low,unacc,vhigh,low,4,2,big,low,unacc
,low,4,2,big,,unacc,vhigh,low,4,2,big,med,unacc
vhigh,,4,2,big,high,unacc,vhigh,low,4,2,big,high,unacc
,low,4,4,small,low,unacc,vhigh,low,4,4,small,low,unacc
vhigh,low,,4,small,med,unacc,vhigh,low,4,4,small,med,unacc
,low,,4,small,,acc,vhigh,low,4,4,small,high,acc
vhigh,,,4,med,low,unacc,vhigh,low,4,4,med,low,unacc
vhigh,low,,,med,med,acc,vhigh,low,4,4,med,med,acc
vhigh,low,4,4,med,high,acc,vhigh,low,4,4,med,high,acc
vhigh,low,4,,big,low,unacc,vhigh,low,4,4,big,low,unacc
vhigh,,4,4,big,med,acc,vhigh,low,4,4,big,med,acc
vhigh,low,4,4,big,high,,vhigh,low,4,4,big,high,acc
vhigh,,4,,small,low,unacc,vhigh,low,4,more,small,low,unacc
vhigh,low,4,,small,med,unacc,vhigh,low,4,more,small,med,unacc
vhigh,low,,more,,high,acc,vhigh,low,4,more,small,high,acc
,low,4,,med,low,unacc,vhigh,low,4,more,med,low,unacc
,low,4,,med,,acc,vhigh,low,4,more,med,med,acc
,low,4,more,med,high,acc,vhigh,low,4,more,med,high,acc
,low,4,more,big,,unacc,vhigh,low,4,more,big,low,unacc
vhigh,low,4,more,big,med,acc,vhigh,low,4,more,big,med,acc
vhigh,low,4,more,big,high,acc,vhigh,low,4,more,big,high,acc
vhigh,low,,,,low,unacc,vhigh,low,5more,2,small,low,unacc
vhigh,low,,2,small,med,unacc,vhigh,low,5more,2,small,med,unacc
vhigh,low,5more,2,,high,unacc,vhigh,low,5more,2,small,high,unacc
vhigh,low,5more,,med,low,unacc,vhigh,low,5more,2,med,low,unacc
vhigh,,5more,2,med,med,,vhigh,low,5more,2,med,med,unacc
,low,5more,2,med,high,unacc,vhigh,low,5more,2,med,high,unacc
vhigh,low,5more,,big,low,unacc,vhigh,low,5more,2,big,low,unacc
,low,5more,2,,med,,vhigh,low,5more,2,big,med,unacc
vhigh,low,,2,big,,unacc,vhigh,low,5more,2,big,high,unacc
vhigh,low,5more,,small,,unacc,vhigh,low,5more,4,small,low,unacc
vhigh,low,5more,,small,med,unacc,vhigh,low,5more,4,small,med,unacc
vhigh,low,5more,4,small,high,acc,vhigh,low,5more,4,small,high,acc
,low,5more,,med,low,unacc,vhigh,low,5more,4,med,low,unacc
vhigh,low,5more,,med,med,,vhigh,low,5more,4,med,med,acc
vhigh,low,5more,4,med,high,acc,vhigh,low,5more,4,med,high,acc
vhigh,low,,,big,low,unacc,vhigh,low,5more,4,big,low,unacc
,low,5more,4,big,,acc,vhigh,low,5more,4,big,med,acc
vhigh,low,5more,4,big,,acc,vhigh,low,5more,4,big,high,acc
vhigh,low,5more,more,small,,unacc,vhigh,low,5more,more,small,low,unacc
vhigh,low,5more,more,small,med,unacc,vhigh,low,5more,more,small,med,unacc
,low,5more,more,small,high,acc,vhigh,low,5more,more,small,high,acc
vhigh,low,5more,more,med,low,,vhigh,low,5more,more,med,low,unacc
,low,5more,more,med,med,,vhigh,low,5more,more,med,med,acc
vhigh,low,5more,more,med,high,acc,vhigh,low,5more,more,med,high,acc
vhigh,,5more,,big,low,unacc,vhigh,low,5more,more,big,low,unacc
vhigh,low,5more,,big,,,vhigh,low,5more,more,big,med,acc
vhigh,low,5more,more,,high,acc,vhigh,low,5more,more,big,high,acc
high,,2,2,small,low,unacc,high,vhigh,2,2,small,low,unacc
high,vhigh,2,2,,med,unacc,high,vhigh,2,2,small,med,unacc
high,vhigh,,2,small,high,unacc,high,vhigh,2,2,small,high,unacc
high,vhigh,2,2,med,low,unacc,high,vhigh,2,2,med,low,unacc
high,,2,,med,med,unacc,high,vhigh,2,2,med,med,unacc
high,vhigh,,2,med,high,,high,vhigh,2,2,med,high,unacc
high,vhigh,2,2,big,low,,high,vhigh,2,2,big,low,unacc
high,vhigh,2,,big,med,unacc,high,vhigh,2,2,big,med,unacc
high,vhigh,2,2,big,,unacc,high,vhigh,2,2,big,high,unacc
,,2,,,low,unacc,high,vhigh,2,4,small,low,unacc
high,vhigh,2,4,,,,high,vhigh,2,4,small,med,unacc
high,,2,4,,,unacc,high,vhigh,2,4,small,high,unacc
high,,2,4,,low,unacc,high,vhigh,2,4,med,low,unacc
,vhigh,,4,med,,unacc,high,vhigh,2,4,med,med,unacc
high,,2,4,med,high,unacc,high,vhigh,2,4,med,high,unacc
,vhigh,,,big,low,unacc,high,vhigh,2,4,big,low,unacc
high,vhigh,2,4,big,med,unacc,high,vhigh,2,4,big,med,unacc
,vhigh,2,,big,high,unacc,high,vhigh,2,4,big,high,unacc
,vhigh,2,more,small,low,unacc,high,vhigh,2,more,small,low,unacc
high,vhigh,2,more,small,,,high,vhigh,2,more,small,med,unacc
high,vhigh,2,more,small,high,unacc,high,vhigh,2,more,small,high,unacc
high,vhigh,2,more,,,unacc,high,vhigh,2,more,med,low,unacc
high,vhigh,2,more,med,med,unacc,high,vhigh,2,more,med,med,unacc
,vhigh,2,more,med,high,,high,vhigh,2,more,med,high,unacc
high,vhigh,,,big,low,unacc,high,vhigh,2,more,big,low,unacc
,vhigh,2,,big,,unacc,high,vhigh,2,more,big,med,unacc
,vhigh,,more,big,high,,high,vhigh,2,more,big,high,unacc
high,vhigh,,2,,low,unacc,high,vhigh,3,2,small,low,unacc
high,,3,2,small,med,,high,vhigh,3,2,small,med,unacc
,vhigh,3,2,small,,unacc,high,vhigh,3,2,small,high,unacc
high,vhigh,3,2,,low,,high,vhigh,3,2,med,low,unacc
high,vhigh,3,2,med,med,unacc,high,vhigh,3,2,med,med,unacc
high,vhigh,3,2,med,high,unacc,high,vhigh,3,2,med,high,unacc
high,,3,2,big,,,high,vhigh,3,2,big,low,unacc
high,,3,,big,med,unacc,high,vhigh,3,2,big,med,unacc
,vhigh,3,,big,,,high,vhigh,3,2,big,high,unacc
high,vhigh,3,4,,low,unacc,high,vhigh,3,4,small,low,unacc
high,vhigh,3,4,small,med,unacc,high,vhigh,3,4,small,med,unacc
high,vhigh,3,4,small,high,unacc,high,vhigh,3,4,small,high,unacc
high,vhigh,3,4,med,low,unacc,high,vhigh,3,4,med,low,unacc
,,3,,med,med,unacc,high,vhigh,3,4,med,med,unacc
high,vhigh,3,4,,high,unacc,high,vhigh,3,4,med,high,unacc
high,vhigh,3,4,big,low,unacc,high,vhigh,3,4,big,low,unacc
high,vhigh,3,4,big,,unacc,high,vhigh,3,4,big,med,unacc
high,,3,,big,high,,high,vhigh,3,4,big,high,unacc
high,vhigh,3,more,small,low,unacc,high,vhigh,3,more,small,low,unacc
high,vhigh,,more,small,,unacc,high,vhigh,3,more,small,med,unacc
high,,3,more,small,high,,high,vhigh,3,more,small,high,unacc
high,,3,more,,low,,high,vhigh,3,more,med,low,unacc
high,vhigh,3,more,med,med,,high,vhigh,3,more,med,med,unacc
high,vhigh,3,more,med,high,,high,vhigh,3,more,med,high,unacc
,vhigh,3,,big,low,unacc,high,vhigh,3,more,big,low,unacc
high,,3,,big,,unacc,high,vhigh,3,more,big,med,unacc
high,vhigh,3,more,big,high,unacc,high,vhigh,3,more,big,high,unacc
high,vhigh,4,2,small,low,,high,vhigh,4,2,small,low,unacc
high,vhigh,4,,small,med,unacc,high,vhigh,4,2,small,med,unacc
high,,4,2,small,,unacc,high,vhigh,4,2,small,high,unacc
high,vhigh,4,2,med,low,unacc,high,vhigh,4,2,med,low,unacc
high,vhigh,4,,med,,unacc,high,vhigh,4,2,med,med,unacc
high,vhigh,4,,,high,unacc,high,vhigh,4,2,med,high,unacc
high,vhigh,4,2,big,,,high,vhigh,4,2,big,low,unacc
,,,2,big,med,unacc,high,vhigh,4,2,big,med,unacc
high,vhigh,4,2,big,high,unacc,high,vhigh,4,2,big,high,unacc
high,vhigh,4,4,small,,unacc,high,vhigh,4,4,small,low,unacc
high,vhigh,4,4,small,med,unacc,high,vhigh,4,4,small,med,unacc
high,vhigh,4,4,small,high,unacc,high,vhigh,4,4,small,high,unacc
high,vhigh,4,4,med,low,unacc,high,vhigh,4,4,med,low,unacc
,,,,med,med,unacc,high,vhigh,4,4,med,med,unacc
high,vhigh,4,4,med,high,unacc,high,vhigh,4,4,med,high,unacc
,vhigh,4,,big,low,unacc,high,vhigh,4,4,big,low,unacc
high,,4,4,big,med,,high,vhigh,4,4,big,med,unacc
high,,4,,big,high,,high,vhigh,4,4,big,high,unacc
high,vhigh,4,more,small,low,unacc,high,vhigh,4,more,small,low,unacc
high,vhigh,4,more,small,med,unacc,high,vhigh,4,more,small,med,unacc
high,vhigh,4,more,small,high,unacc,high,vhigh,4,more,small,high,unacc
high,,4,more,,low,unacc,high,vhigh,4,more,med,low,unacc
high,vhigh,4,more,med,med,unacc,high,vhigh,4,more,med,med,unacc
high,,4,,med,high,unacc,high,vhigh,4,more,med,high,unacc
high,vhigh,4,,big,low,unacc,high,vhigh,4,more,big,low,unacc
high,vhigh,4,,big,med,unacc,high,vhigh,4,more,big,med,unacc
high,vhigh,4,,big,high,unacc,high,vhigh,4,more,big,high,unacc
high,vhigh,5more,2,small,,,high,vhigh,5more,2,small,low,unacc
high,vhigh,,,small,med,unacc,high,vhigh,5more,2,small,med,unacc
high,vhigh,5more,2,,high,unacc,high,vhigh,5more,2,small,high,unacc
,vhigh,5more,2,,low,unacc,high,vhigh,5more,2,med,low,unacc
high,vhigh,,2,med,med,unacc,high,vhigh,5more,2,med,med,unacc
high,,5more,2,,high,unacc,high,vhigh,5more,2,med,high,unacc
high,vhigh,5more,2,,low,unacc,high,vhigh,5more,2,big,low,unacc
high,vhigh,5more,2,,med,,high,vhigh,5more,2,big,med,unacc
high,vhigh,5more,2,big,high,unacc,high,vhigh,5more,2,big,high,unacc
high,vhigh,5more,4,small,low,,high,vhigh,5more,4,small,low,unacc
high,vhigh,5more,,small,med,unacc,high,vhigh,5more,4,small,med,unacc
high,,5more,4,small,high,unacc,high,vhigh,5more,4,small,high,unacc
high,vhigh,5more,4,,low,unacc,high,vhigh,5more,4,med,low,unacc
,vhigh,5more,4,,,,high,vhigh,5more,4,med,med,unacc
high,vhigh,5more,4,med,high,unacc,high,vhigh,5more,4,med,high,unacc
high,,5more,4,,low,,high,vhigh,5more,4,big,low,unacc
high,vhigh,5more,4,big,med,unacc,high,vhigh,5more,4,big,med,unacc
high,vhigh,5more,4,,high,,high,vhigh,5more,4,big,high,unacc
,vhigh,5more,,small,,unacc,high,vhigh,5more,more,small,low,unacc
,vhigh,5more,,small,,,high,vhigh,5more,more,small,med,unacc
high,vhigh,5more,more,,high,unacc,high,vhigh,5more,more,small,high,unacc
high,,5more,more,med,low,,high,vhigh,5more,more,med,low,unacc
high,,5more,more,,med,unacc,high,vhigh,5more,more,med,med,unacc
high,,5more,more,med,high,unacc,high,vhigh,5more,more,med,high,unacc
high,vhigh,5more,more,big,low,,high,vhigh,5more,more,big,low,unacc
high,vhigh,5more,more,big,,unacc,high,vhigh,5more,more,big,med,unacc
,vhigh,5more,more,big,high,,high,vhigh,5more,more,big,high,unacc
high,high,2,2,small,,unacc,high,high,2,2,small,low,unacc
high,,2,2,small,med,unacc,high,high,2,2,small,med,unacc
high,high,2,2,small,high,unacc,high,high,2,2,small,high,unacc
high,high,,,med,low,unacc,high,high,2,2,med,low,unacc
high,high,2,2,med,med,unacc,high,high,2,2,med,med,unacc
,high,2,,med,high,unacc,high,high,2,2,med,high,unacc
high,high,2,2,,low,,high,high,2,2,big,low,unacc
high,high,,,,med,unacc,high,high,2,2,big,med,unacc
high,high,2,2,big,high,,high,high,2,2,big,high,unacc
high,high,,4,small,,unacc,high,high,2,4,small,low,unacc
high,,2,4,small,,unacc,high,high,2,4,small,med,unacc
high,,,4,small,high,acc,high,high,2,4,small,high,acc
high,high,2,4,med,low,unacc,high,high,2,4,med,low,unacc
high,high,2,4,med,med,unacc,high,high,2,4,med,med,unacc
,high,2,,med,high,,high,high,2,4,med,high,acc
high,high,2,,big,low,unacc,high,high,2,4,big,low,unacc
high,high,2,,big,med,acc,high,high,2,4,big,med,acc
,high,2,,,high,acc,high,high,2,4,big,high,acc
high,high,2,more,small,,unacc,high,high,2,more,small,low,unacc
high,high,2,more,small,med,unacc,high,high,2,more,small,med,unacc
high,,2,more,small,,unacc,high,high,2,more,small,high,unacc
high,high,,more,,low,unacc,high,high,2,more,med,low,unacc
high,high,2,more,med,med,unacc,high,high,2,more,med,med,unacc
high,high,2,more,med,high,,high,high,2,more,med,high,acc
high,high,,,big,low,unacc,high,high,2,more,big,low,unacc
high,high,,more,big,med,acc,high,high,2,more,big,med,acc
,high,2,more,big,high,acc,high,high,2,more,big,high,acc
high,,,,small,,unacc,high,high,3,2,small,low,unacc
high,high,3,,,med,unacc,high,high,3,2,small,med,unacc
,high,3,2,small,high,unacc,high,high,3,2,small,high,unacc
high,high,3,2,med,low,unacc,high,high,3,2,med,low,unacc
high,,,2,med,med,unacc,high,high,3,2,med,med,unacc
high,high,3,2,med,high,unacc,high,high,3,2,med,high,unacc
high,high,3,2,big,low,unacc,high,high,3,2,big,low,unacc
high,high,3,2,,med,unacc,high,high,3,2,big,med,unacc
high,high,,2,big,high,,high,high,3,2,big,high,unacc
high,high,3,4,,low,unacc,high,high,3,4,small,low,unacc
high,high,3,4,small,med,unacc,high,high,3,4,small,med,unacc
high,high,3,,small,high,acc,high,high,3,4,small,high,acc
,high,3,4,med,low,unacc,high,high,3,4,med,low,unacc
high,high,3,,med,med,unacc,high,high,3,4,med,med,unacc
high,high,3,4,med,high,acc,high,high,3,4,med,high,acc
high,high,3,4,,low,unacc,high,high,3,4,big,low,unacc
high,,3,4,big,,acc,high,high,3,4,big,med,acc
,high,3,4,big,high,acc,high,high,3,4,big,high,acc
,high,3,more,,low,unacc,high,high,3,more,small,low,unacc
high,,3,more,small,med,unacc,high,high,3,more,small,med,unacc
high,high,3,,small,,,high,high,3,more,small,high,acc
,high,3,more,med,low,unacc,high,high,3,more,med,low,unacc
high,high,3,,med,med,acc,high,high,3,more,med,med,acc
,high,3,more,med,high,,high,high,3,more,med,high,acc
high,high,3,more,big,,,high,high,3,more,big,low,unacc
high,high,,more,big,med,,high,high,3,more,big,med,acc
high,high,3,more,,high,acc,high,high,3,more,big,high,acc
high,high,4,2,small,,unacc,high,high,4,2,small,low,unacc
high,high,4,2,small,med,unacc,high,high,4,2,small,med,unacc
high,high,,2,small,high,unacc,high,high,4,2,small,high,unacc
high,high,4,2,med,,unacc,high,high,4,2,med,low,unacc
high,high,4,2,med,med,unacc,high,high,4,2,med,med,unacc
,high,,,med,high,unacc,high,high,4,2,med,high,unacc
high,high,4,2,,low,unacc,high,high,4,2,big,low,unacc
high,high,4,,big,med,unacc,high,high,4,2,big,med,unacc
high,high,4,2,big,high,unacc,high,high,4,2,big,high,unacc
,high,4,4,small,,unacc,high,high,4,4,small,low,unacc
,high,4,,small,med,,high,high,4,4,small,med,unacc
high,,4,4,small,high,acc,high,high,4,4,small,high,acc
high,,4,4,med,low,unacc,high,high,4,4,med,low,unacc
high,high,4,4,med,med,acc,high,high,4,4,med,med,acc
high,high,4,4,med,high,,high,high,4,4,med,high,acc
high,,4,4,,low,unacc,high,high,4,4,big,low,unacc
high,high,4,4,big,med,acc,high,high,4,4,big,med,acc
,high,4,4,,,acc,high,high,4,4,big,high,acc
high,high,4,more,,low,unacc,high,high,4,more,small,low,unacc
high,high,4,more,small,med,unacc,high,high,4,more,small,med,unacc
,high,4,more,small,,,high,high,4,more,small,high,acc
high,high,,more,med,low,unacc,high,high,4,more,med,low,unacc
high,high,4,,med,med,,high,high,4,more,med,med,acc
,high,4,more,med,,acc,high,high,4,more,med,high,acc
,high,4,more,,low,unacc,high,high,4,more,big,low,unacc
,high,4,more,big,,,high,high,4,more,big,med,acc
high,high,4,more,big,,acc,high,high,4,more,big,high,acc
high,high,5more,2,small,low,,high,high,5more,2,small,low,unacc
high,high,5more,2,small,med,,high,high,5more,2,small,med,unacc
high,high,,2,small,high,unacc,high,high,5more,2,small,high,unacc
high,high,5more,2,med,,unacc,high,high,5more,2,med,low,unacc
high,,5more,2,med,med,,high,high,5more,2,med,med,unacc
high,high,5more,2,med,high,unacc,high,high,5more,2,med,high,unacc
high,high,5more,,big,low,unacc,high,high,5more,2,big,low,unacc
high,high,5more,2,big,med,unacc,high,high,5more,2,big,med,unacc
high,,5more,2,big,high,unacc,high,high,5more,2,big,high,unacc
high,high,5more,4,small,low,unacc,high,high,5more,4,small,low,unacc
,,5more,,small,med,unacc,high,high,5more,4,small,med,unacc
high,high,5more,4,,,acc,high,high,5more,4,small,high,acc
high,high,5more,4,med,low,unacc,high,high,5more,4,med,low,unacc
high,high,5more,4,,med,,high,high,5more,4,med,med,acc
high,high,5more,,med,high,acc,high,high,5more,4,med,high,acc
high,,5more,4,big,low,unacc,high,high,5more,4,big,low,unacc
,high,5more,4,big,,acc,high,high,5more,4,big,med,acc
,high,5more,,big,,acc,high,high,5more,4,big,high,acc
high,high,5more,more,small,low,,high,high,5more,more,small,low,unacc
high,high,5more,more,small,med,unacc,high,high,5more,more,small,med,unacc
high,high,,,small,high,acc,high,high,5more,more,small,high,acc
high,,5more,more,med,low,unacc,high,high,5more,more,med,low,unacc
high,high,5more,more,med,med,acc,high,high,5more,more,med,med,acc
high,high,5more,more,,high,acc,high,high,5more,more,med,high,acc
,high,5more,more,big,low,unacc,high,high,5more,more,big,low,unacc
high,high,5more,more,big,med,acc,high,high,5more,more,big,med,acc
high,high,,more,,high,acc,high,high,5more,more,big,high,acc
high,med,2,2,,low,unacc,high,med,2,2,small,low,unacc
,med,2,2,,med,,high,med,2,2,small,med,unacc
high,,2,,,,,high,med,2,2,small,high,unacc
high,med,2,2,med,,unacc,high,med,2,2,med,low,unacc
high,med,2,2,,med,,high,med,2,2,med,med,unacc
,med,2,2,med,high,unacc,high,med,2,2,med,high,unacc
high,med,2,2,,,unacc,high,med,2,2,big,low,unacc
,med,2,,big,med,unacc,high,med,2,2,big,med,unacc
high,,2,2,big,,unacc,high,med,2,2,big,high,unacc
high,,2,4,small,low,unacc,high,med,2,4,small,low,unacc
high,med,,4,,med,,high,med,2,4,small,med,unacc
high,med,2,4,,high,acc,high,med,2,4,small,high,acc
high,med,2,4,,low,unacc,high,med,2,4,med,low,unacc
high,,2,4,,,unacc,high,med,2,4,med,med,unacc
high,,2,4,med,,acc,high,med,2,4,med,high,acc
high,med,2,,big,low,unacc,high,med,2,4,big,low,unacc
high,med,2,4,big,med,acc,high,med,2,4,big,med,acc
high,med,2,4,big,high,acc,high,med,2,4,big,high,acc
,med,2,,small,,unacc,high,med,2,more,small,low,unacc
high,med,2,more,,,unacc,high,med,2,more,small,med,unacc
,med,2,more,small,high,unacc,high,med,2,more,small,high,unacc
high,med,,,,,unacc,high,med,2,more,med,low,unacc
high,med,2,more,med,med,unacc,high,med,2,more,med,med,unacc
high,med,,more,med,high,acc,high,med,2,more,med,high,acc
high,med,2,more,,low,unacc,high,med,2,more,big,low,unacc
,med,2,more,,med,,high,med,2,more,big,med,acc
high,,,more,big,high,acc,high,med,2,more,big,high,acc
high,med,3,2,small,low,unacc,high,med,3,2,small,low,unacc
high,med,3,2,small,med,unacc,high,med,3,2,small,med,unacc
high,,3,2,small,high,unacc,high,med,3,2,small,high,unacc
high,med,3,,,low,unacc,high,med,3,2,med,low,unacc
high,med,,2,med,med,,high,med,3,2,med,med,unacc
high,,3,2,med,high,unacc,high,med,3,2,med,high,unacc
high,med,3,2,big,,unacc,high,med,3,2,big,low,unacc
high,med,3,2,big,,unacc,high,med,3,2,big,med,unacc
high,med,3,,big,,unacc,high,med,3,2,big,high,unacc
high,med,,4,,low,unacc,high,med,3,4,small,low,unacc
high,med,3,4,small,med,unacc,high,med,3,4,small,med,unacc
,med,,,small,high,acc,high,med,3,4,small,high,acc
,,,4,med,low,unacc,high,med,3,4,med,low,unacc
high,med,3,4,med,med,,high,med,3,4,med,med,unacc
high,med,3,,med,high,,high,med,3,4,med,high,acc
high,med,,4,,low,unacc,high,med,3,4,big,low,unacc
,med,3,4,big,,,high,med,3,4,big,med,acc
high,,3,4,,,acc,high,med,3,4,big,high,acc
,,,more,small,,unacc,high,med,3,more,small,low,unacc
,med,3,more,,med,unacc,high,med,3,more,small,med,unacc
high,med,3,,small,high,acc,high,med,3,more,small,high,acc
,,3,more,,low,,high,med,3,more,med,low,unacc
high,,3,more,med,,acc,high,med,3,more,med,med,acc
high,med,3,more,med,high,acc,high,med,3,more,med,high,acc
,med,,,big,low,unacc,high,med,3,more,big,low,unacc
high,med,,,big,med,acc,high,med,3,more,big,med,acc
,med,3,more,big,high,,high,med,3,more,big,high,acc
high,med,4,2,small,,unacc,high,med,4,2,small,low,unacc
high,med,4,2,small,,unacc,high,med,4,2,small,med,unacc
high,,4,2,small,high,unacc,high,med,4,2,small,high,unacc
high,med,,2,,low,unacc,high,med,4,2,med,low,unacc
,med,,2,,med,unacc,high,med,4,2,med,med,unacc
,med,4,,med,high,unacc,high,med,4,2,med,high,unacc
high,,4,2,big,low,unacc,high,med,4,2,big,low,unacc
high,med,4,2,big,med,unacc,high,med,4,2,big,med,unacc
high,med,4,2,big,high,,high,med,4,2,big,high,unacc
high,med,4,,small,,,high,med,4,4,small,low,unacc
high,,4,,small,med,unacc,high,med,4,4,small,med,unacc
high,med,4,,small,high,acc,high,med,4,4,small,high,acc
high,med,4,4,,,unacc,high,med,4,4,med,low,unacc
high,med,4,4,med,med,,high,med,4,4,med,med,acc
high,med,4,4,,high,,high,med,4,4,med,high,acc
,med,4,4,big,low,unacc,high,med,4,4,big,low,unacc
high,med,4,4,,med,acc,high,med,4,4,big,med,acc
high,med,4,4,,,acc,high,med,4,4,big,high,acc
high,med,4,more,small,low,unacc,high,med,4,more,small,low,unacc
,med,4,more,small,med,unacc,high,med,4,more,small,med,unacc
high,,4,more,small,high,acc,high,med,4,more,small,high,acc
high,med,,more,med,low,unacc,high,med,4,more,med,low,unacc
high,med,,more,med,med,,high,med,4,more,med,med,acc
,med,4,more,med,high,acc,high,med,4,more,med,high,acc
high,med,4,more,,low,unacc,high,med,4,more,big,low,unacc
high,med,4,more,big,med,acc,high,med,4,more,big,med,acc
,med,4,more,big,high,,high,med,4,more,big,high,acc
high,med,,2,small,low,,high,med,5more,2,small,low,unacc
high,med,5more,2,small,med,unacc,high,med,5more,2,small,med,unacc
high,,5more,2,small,high,,high,med,5more,2,small,high,unacc
high,med,5more,2,med,,unacc,high,med,5more,2,med,low,unacc
high,med,5more,2,med,,unacc,high,med,5more,2,med,med,unacc
high,med,5more,2,med,high,,high,med,5more,2,med,high,unacc
,med,,,big,low,unacc,high,med,5more,2,big,low,unacc
high,,5more,2,big,med,unacc,high,med,5more,2,big,med,unacc
high,med,5more,2,big,high,unacc,high,med,5more,2,big,high,unacc
,med,5more,4,,low,unacc,high,med,5more,4,small,low,unacc
high,med,5more,4,small,med,unacc,high,med,5more,4,small,med,unacc
high,med,5more,,small,,acc,high,med,5more,4,small,high,acc
high,med,5more,,med,,unacc,high,med,5more,4,med,low,unacc
high,med,5more,4,med,,,high,med,5more,4,med,med,acc
high,med,,4,med,high,acc,high,med,5more,4,med,high,acc
high,med,5more,4,big,low,unacc,high,med,5more,4,big,low,unacc
,med,5more,4,big,med,acc,high,med,5more,4,big,med,acc
high,med,,4,big,high,acc,high,med,5more,4,big,high,acc
high,med,5more,more,small,low,unacc,high,med,5more,more,small,low,unacc
high,med,,,small,med,,high,med,5more,more,small,med,unacc
high,med,5more,more,small,high,acc,high,med,5more,more,small,high,acc
high,med,,more,med,low,unacc,high,med,5more,more,med,low,unacc
high,med,5more,more,med,med,acc,high,med,5more,more,med,med,acc
high,med,5more,,,high,acc,high,med,5more,more,med,high,acc
high,,5more,more,big,low,unacc,high,med,5more,more,big,low,unacc
high,med,5more,more,big,med,acc,high,med,5more,more,big,med,acc
high,med,5more,more,,high,,high,med,5more,more,big,high,acc
high,low,2,2,small,,unacc,high,low,2,2,small,low,unacc
high,low,2,2,small,med,unacc,high,low,2,2,small,med,unacc
high,low,2,,small,high,unacc,high,low,2,2,small,high,unacc
high,low,2,,med,low,unacc,high,low,2,2,med,low,unacc
high,low,2,2,med,med,unacc,high,low,2,2,med,med,unacc
,,,,med,,unacc,high,low,2,2,med,high,unacc
,low,,2,big,low,unacc,high,low,2,2,big,low,unacc
high,low,2,2,,med,unacc,high,low,2,2,big,med,unacc
high,,2,2,big,high,unacc,high,low,2,2,big,high,unacc
high,low,2,4,small,low,unacc,high,low,2,4,small,low,unacc
,low,2,4,,med,unacc,high,low,2,4,small,med,unacc
,low,2,,,high,acc,high,low,2,4,small,high,acc
high,low,2,4,,,unacc,high,low,2,4,med,low,unacc
high,,2,4,,med,unacc,high,low,2,4,med,med,unacc
,low,2,4,med,high,acc,high,low,2,4,med,high,acc
,low,2,4,big,low,unacc,high,low,2,4,big,low,unacc
high,low,,4,big,,acc,high,low,2,4,big,med,acc
high,low,2,4,big,high,acc,high,low,2,4,big,high,acc
high,,2,more,small,,unacc,high,low,2,more,small,low,unacc
high,low,,more,,med,unacc,high,low,2,more,small,med,unacc
,low,,,small,high,,high,low,2,more,small,high,unacc
,,2,more,med,low,,high,low,2,more,med,low,unacc
high,,2,more,,med,,high,low,2,more,med,med,unacc
,low,,,med,high,acc,high,low,2,more,med,high,acc
high,,2,more,big,low,unacc,high,low,2,more,big,low,unacc
high,low,2,more,big,med,,high,low,2,more,big,med,acc
high,low,,more,big,high,acc,high,low,2,more,big,high,acc
high,low,,,,low,unacc,high,low,3,2,small,low,unacc
high,low,3,,small,med,,high,low,3,2,small,med,unacc
,low,3,,small,high,unacc,high,low,3,2,small,high,unacc
high,low,3,2,med,low,unacc,high,low,3,2,med,low,unacc
,,3,,med,med,unacc,high,low,3,2,med,med,unacc
high,low,3,2,med,,,high,low,3,2,med,high,unacc
high,low,3,,,,unacc,high,low,3,2,big,low,unacc
high,,3,,big,med,unacc,high,low,3,2,big,med,unacc
,low,3,2,,high,unacc,high,low,3,2,big,high,unacc
high,low,,4,small,low,unacc,high,low,3,4,small,low,unacc
high,low,,4,small,med,unacc,high,low,3,4,small,med,unacc
high,low,3,4,small,,acc,high,low,3,4,small,high,acc
high,low,3,4,med,low,unacc,high,low,3,4,med,low,unacc
,,3,4,med,med,unacc,high,low,3,4,med,med,unacc
,low,3,4,med,high,acc,high,low,3,4,med,high,acc
,low,3,,,low,unacc,high,low,3,4,big,low,unacc
high,,3,4,big,med,acc,high,low,3,4,big,med,acc
high,low,,4,big,high,acc,high,low,3,4,big,high,acc
,low,,more,,low,,high,low,3,more,small,low,unacc
high,,3,more,,,unacc,high,low,3,more,small,med,unacc
